Unnamed: 0,Author,Coursename,Last_updated,Lectures,Newfee,Oldfee,Rating,Sections,Time,Topic,Target,_id,Number_of_enroll
923,Đinh Hồng Lĩnh,Trọn bộ kiến thức về VBA Excel,2022-06-27,62,299000.0,599000.0,4.4,12,727,Tin Học Văn Phòng,"['hiểu rõ vba là gì, và không còn ""sợ sệt"" khi nhắc đến vba, macro.', 'biết cách record macro, chỉnh sửa macro.', 'nắm rõ toàn bộ kiến thức căn bản của vba, ứng dụng được trong excel: range, biến, hàm, vòng lặp, if else.', 'sử dụng được các hộp thoại tương tác sinh động với người dùng.', 'sử dụng được các ứng dụng giúp tự động hóa công việc trong excel.', 'tự làm được các form đăng nhập, quản lý nhân viên, khách hàng, hóa đơn.']",66f79d3af050d8d70ad24a0b,31
925,Lương Thị Thủy,KHÓA HỌC LUYỆN CHỮ ĐẸP DÀNH CHO GIÁO VIÊN VÀ HỌC SINH,2022-05-13,26,299000.0,599000.0,4.7,5,189,Phát Triển Bản Thân,"['sau khi tham dự khóa học này học viên sẽ biết cách viết chữ đúng mẫu theo quyết định 31 của bộ gd & đt.', 'các học viên là giáo viên tiểu học sẽ tự tin khi viết mẫu cho học sinh của mình.', 'đặc biệt là khắc phục tình trạng viết xấu, chưa biết cách cầm bút, chưa biết cách ngồi viết đúng tư thế dành cho học viên tiểu học.', 'giúp cho các học viên là sinh viên sư phạm tiểu học tự tin hơn khi bắt đầu nghề dạy học.']",66f79d3af050d8d70ad24a0d,53
926,Đặng Văn Phục,Cách chăm sóc để trẻ có được một giấc ngủ ngon,2021-12-15,18,399000.0,699000.0,5.0,5,119,Hôn Nhân - Gia Đình,"['hiểu được chức năng và tầm quan trọng của giấc ngủ.', 'biết được các nguyên nhân gây ra rối loạn giấc ngủ của trẻ.', 'biết được các phương pháp chăm sóc hợp lý khi trẻ bị mất ngủ.', 'biết được các phương pháp huấn luyện trẻ ngủ đúng giờ và ngủ một cách khoa học.']",66f79d3af050d8d70ad24a0e,71
927,Đặng Văn Phục,Giải đáp những thắc mắc của cha mẹ xung quanh việc nuôi dạy con trẻ,2021-12-15,25,399000.0,699000.0,5.0,3,142,Hôn Nhân - Gia Đình,"['hiểu rõ được tâm sinh lý của trẻ nhỏ.', 'biết được phương pháp chăm sóc trẻ trong các trường hợp cụ thể.', 'biết được các bệnh trẻ em thường gặp cùng phương pháp phòng và chữa bệnh.', 'biết cách dạy trẻ một số kĩ năng ban đầu: tập nói, tập đi, cầm nắm, đi đại tiện.', 'biết cách sơ cứu khi trẻ gặp một số tai nạn.']",66f79d3af050d8d70ad24a0f,67
928,Đặng Quang Vũ,Để có một trí nhớ tốt,2022-06-02,15,299000.0,599000.0,3.9,4,92,Phát Triển Bản Thân,"['cung cấp kiến thức về trí nhớ và căn bệnh mất trí nhớ phổ biến hiện nay là alzheimer.', 'cung cấp các phương pháp để có thể tăng cường trí nhớ', 'cung cấp các phương pháp để có thể ghi nhớ trong trường hợp cụ thể: nhớ tên và khuôn mặt; nhớ địa điểm; nhớ sự vật sự việc...']",66f79d3af050d8d70ad24a10,96
929,Th.S Nguyễn Tấn Trung,Pha chế cafe barista,2022-01-24,58,399000.0,799000.0,5.0,8,194,Nghệ Thuật - Đời Sống,"['hiểu về các loại cà phê trên thị trường.', 'kỹ thuật đánh sữa.', 'kỹ thuật tạo hình cà phê.', 'pha chế các loại cà phê thông dụng.', 'sử dụng máy móc và thiết bị.', 'cách bảo quản nguyên liệu.', 'cách setup quầy bar.', 'cách pha cà phê truyền thống.', 'pha cafe máy espresso, cappuccino, latte, mocha, macchiato, americano.']",66f79d3af050d8d70ad24a11,22
930,Đặng Thị Hạnh,THẤU HIỂU BẢN THÂN ĐỂ ĐỊNH HƯỚNG NGHỀ NGHIỆP TRONG THỜI ĐẠI CÁCH MẠNG CÔNG NGHIỆP 4.0,2021-12-15,26,399000.0,799000.0,5.0,7,132,Phát Triển Bản Thân,"['một bản phân tích điểm mạnh, điểm yếu, cơ hội và thách thức đối với bản thân.', 'biết mình thuộc dạng tính cách nào và dạng thông minh gì và nhận biết mình phù hợp với nghề gì.', 'chủ động tìm kiếm ngành nghề và công việc phù hợp. có thể chọn lựa hoặc chọn lại nghề phù hợp với khả năng và tính cách.']",66f79d3af050d8d70ad24a12,31
931,Nguyễn Văn Thiết,KHÓA HỌC GIẢI TOÁN TRÊN MẠNG: VIOLYMPIC TOÁN 2,2021-12-15,23,399000.0,699000.0,5.0,2,180,Kiến Thức Chuyên Ngành,"['các con sẽ nắm được phương pháp giải toán violympic một cách khoa học và hiệu quả.', 'các con sẽ nắm được phương pháp cũng như các mẹo tư duy để giải quyết bài toán một cách nhanh chóng và hiệu quả.', 'các bài luyện tập được thiết kế từ dễ đến khó và có cấu trúc lặp nên sẽ giúp các con ghi nhớ bài học dễ dàng và lâu dài.']",66f79d3af050d8d70ad24a13,6
932,Nguyễn Đức Lộc,Tự xem lá số Tử Vi chỉ sau 90 phút,2022-05-11,16,299000.0,499000.0,4.2,6,91,Nghệ Thuật - Đời Sống,"['tự tin hơn trong quyết định cuộc sống.', 'có thêm lợi thế về giao tiếp.', 'thêm hiểu biết về nhân sự trong doanh nghiệp.']",66f79d3af050d8d70ad24a14,98
933,Triệu Tuấn Anh,Tự tin thiết kế chi tiết 3D với Autodesk Inventor Professional,2021-12-15,65,399000.0,699000.0,5.0,7,425,Thiết Kế,"['biết sử dụng thành thạo autodesk inventor, 1 công cụ hàng đầu cho lĩnh vực thiết kế và chế tạo cơ khí.', 'sử dụng các lệnh thiết kế 2d cơ bản, cách dựng hình, thiết kế 3d cho các chi tiết máy, thiết bị hay bất kì các vật thể thật dễ dàng.', 'biết cách xuất bản vẽ 2d, ghi kích thước dung sai và các yêu cầu kỹ thuật trong thiết kế.', 'lắp ráp các chi tiết thành các cụm chi tiết hay vật thể hoàn chỉnh, mô phỏng tháo lắp chi tiết máy.', 'đối với những người thiết kế powerpoint, khi cần mô phỏng hoạt động, chi tiết máy chuyển động thì inventor là công cụ thiết kế 3d hiệu quả nhất.', 'học viên thỏa sức sáng tạo thiết kế, vẽ 3d với các kiến thức được trang bị trong khóa học.', 'sau khóa học, học viên hoàn toàn có thể làm chủ được việc thiết kế 2d, 3d các chi tiết máy, các vật thể.']",66f79d3af050d8d70ad24a15,85
934,Vũ Đức Hiếu,NHỮNG CHÌA KHÓA SÁNG TẠO CHO KINH DOANH,2021-12-15,46,250000.0,250000.0,5.0,6,146,Kinh Doanh - Khởi Nghiệp,"['biết được khởi điểm của mình.', 'những hứng khởi cho tương lai kinh doanh.', 'hệ thống hóa những tư duy cần và không cần phải có.', 'những kiến thức cơ bản.', 'nắm lấy những quy luật.', 'biết được những gì là quan trọng nhất.']",66f79d3af050d8d70ad24a16,78
935,Đặng Quang Vũ,"Khoa học hóa cách suy nghĩ, làm việc và học tập để đạt được thành công trong cuộc sống",2022-06-02,21,299000.0,599000.0,4.0,4,145,Phát Triển Bản Thân,"['hiểu rõ được các phẩm chất của tinh thần khoa học.', 'hiểu và biết cách áp dụng phong cách khoa học trong lao động.', 'hiểu và biết cách áp dụng phong cách khoa học trong học tập.', 'rèn luyện được tư tưởng khoa học tiến bộ và tình yêu khoa học.']",66f79d3af050d8d70ad24a17,35
936,Đặng Văn Phục,Nuôi dạy con nên người mà không cần roi vọt,2022-03-12,21,399000.0,699000.0,4.3,6,126,Hôn Nhân - Gia Đình,"['hiểu rõ hơn về trẻ em, tâm sinh lý lứa tuổi của trẻ em.', 'biết được nguyên nhân tại sao trẻ hư để có phương pháp giải quyết phù hợp.', 'biết được hậu quả của việc kỉ luật tiêu cực (trừng phạt trẻ em).', 'biết được cách kiềm chế sự tức giận, căng thẳng của mình khi thấy trẻ bướng bỉnh, làm sai lời.', 'biết được cách đưa ra những lời khuyên hay, những nội quy tốt để trẻ dễ làm theo.', 'biết được cách lắng nghe một cách tích cực để hiểu trẻ hơn, hiểu bản thân hơn.', 'biết được cách động viên, khích lệ khi trẻ làm việc tốt.', 'biết được cách làm thế nào để con em, học sinh mình trở nên ngoan ngoãn, học giỏi mà không phải dùng tới các hình phạt.']",66f79d3af050d8d70ad24a18,66
937,Phạm Vũ Bình,Bí quyết gia tăng lợi nhuận bền vững trong kinh doanh bất động sản cho người mới có vốn ít,2022-06-08,41,399000.0,699000.0,5.0,8,173,Đầu Tư,"['biết cách tìm kiếm những thương vụ bất động sản tiềm năng mà không tốn nhiều sức và thời gian với 2 phân khúc kinh doanh:', '* mua nhà - sửa - cho thuê --> giúp tạo dòng tiền thu nhập thụ động bền vững và an toàn', '* mua nhà - sửa - bán --> giúp tạo ra khoản lợi nhuận lớn từ số vốn nhỏ của mình', 'biết cách huy động vốn từ nhiều nguồn khác nhau để có cơ hội sở hữu những bất động sản có giá trị sinh lời cao khi bạn không có nhiều vốn.', 'biết cách định giá bất động sản để tính được con số lợi nhuận ngay từ lúc chưa mua và tạo lợi thế trong đàm phán giá cả với chủ nhà.', 'biết cách kiểm tra về tính pháp lý, an toàn của bất động sản trước khi ra quyết định mua bán bất động sản.', 'biết cách cách đàm phán thương lượng với chủ nhà/ khách hàng để có được mức giá mua bán tốt nhất.', 'biết cách cải tạo nâng cấp để làm tăng giá trị nhiều lần cho bất động sản, tạo ra lợi nhuận cao nhưng vẫn đảm bảo chi phí đầu tư cải tạo thấp nhất.', 'biết cách marketing, tạo mối quan hệ với các nhà môi giới để tìm kiếm các khách hàng tiềm năng để cho thuê hoặc bán bất động sản.', 'biết cách hoàn tất các thủ tục mua bán đầy đủ và nhanh chóng để việc mua bán kết thúc nhanh gọn lẹ.', 'cùng hàng loạt các kỹ năng, chiến lược, các mẹo kinh doanh và các trải nghiệm đúc kết từ việc làm thực tế của giảng viên sẽ được chia sẻ toàn bộ trong khóa học này.']",66f79d3af050d8d70ad24a19,80
938,Lê Văn Toàn,Phương pháp để chăm sóc trẻ toàn diện,2021-12-15,23,399000.0,699000.0,5.0,3,107,Hôn Nhân - Gia Đình,"['hiểu thêm về đặc điểm tâm sinh lý của trẻ nhỏ.', 'cung cấp thông tin về nguyên nhân, biểu hiện và cách giải quyết của một số vấn đề sức khỏe hay gặp ở trẻ.', 'cung cấp các phương pháp để chăm sóc trẻ toàn diện và đảm bảo an toàn cho bé.']",66f79d3af050d8d70ad24a1a,9
939,Lê Văn Toàn,"Hình thành thói quen tốt cho trẻ lên 4, lên 5",2021-12-15,16,399000.0,699000.0,5.0,3,99,Hôn Nhân - Gia Đình,"['hiểu thêm về đặc điểm phát triển và tâm sinh lý của trẻ khi trẻ lên 4, lên 5.', 'cung cấp các kiến thức bổ ích và lý thú để giúp bạn dạy trẻ những thói quen lành mạnh.', 'cung cấp các phương pháp để củng cố, nâng cao lòng tự trọng, tự tin cho trẻ.']",66f79d3af050d8d70ad24a1b,28
940,Trần Mạnh Hoàng Việt,Kỹ năng phòng tránh tai nạn giao thông,2022-03-09,24,199000.0,199000.0,4.8,5,183,Thể Thao - Sức Khỏe,"['sau khóa học, học viên sẽ:', 'giúp cha mẹ có được tri thức cơ bản về phương pháp dạy con của người nhật bản và do thái.', 'giúp cha mẹ có ý thức đúng và đủ về cách bảo vệ con an toàn trước thực trạng giao thông hiện nay.', 'cha mẹ cũng sẽ trở thành chuyên gia phòng tránh tai nạn giao thông như giảng viên.']",66f79d3af050d8d70ad24a1c,55
941,Nguyễn Văn Thiết,Khóa học giải toán trên mạng: Khóa học 2 Violympic toán 1,2021-12-15,22,399000.0,899000.0,5.0,2,186,Kiến Thức Chuyên Ngành,"['các con sẽ nắm được phương pháp giải toán violympic một cách khoa học và hiệu quả.', 'các con sẽ nắm được phương pháp cũng như các mẹo tư duy để giải quyết bài toán một cách nhanh chóng.', 'các bài luyện tập được thiết kế từ dễ đến khó và có cấu trúc lặp nên sẽ giúp các con ghi nhớ được bài học dễ dàng và lâu dài.']",66f79d3af050d8d70ad24a1d,35
942,Henry Khánh,Kinh doanh online: Từ khởi nghiệp 0 đồng cho tới Đại Gia online,2022-06-07,30,399000.0,699000.0,5.0,8,166,Kinh Doanh - Khởi Nghiệp,"['ngay trong khóa học, học viên đã có thể bắt đầu ngay công cuộc kinh doanh online của mình, hoàn toàn không cần vốn liếng gì cả! sau khoảng một vài tháng khởi nghiệp, học viên có thể bắt đầu kiếm thêm thu nhập, lúc mới đầu sẽ chưa nhiều, chỉ khoảng 10-20 triệu/tháng.', 'theo thời gian khoảng 6 tháng trở lên, nếu làm đúng phương pháp, học viên hoàn toàn có thể kiếm được khoảng 50-200 triệu/tháng.', 'những bạn xuất sắc thì có thể hoàn toàn mở công ty và kết hợp cả kinh doanh online với offline sau này.', 'những cửa hàng đang kinh doanh offline, muốn đa dạng hóa nguồn khách hàng của mình. tất cả đều có thể tìm thấy giá trị trong khóa học về kinh doanh online này!']",66f79d3af050d8d70ad24a1e,45
943,Anna Nguyễn,Vẽ chân dung nghệ thuật trên nền bánh rau câu,2021-12-15,15,399000.0,699000.0,5.0,4,137,Nghệ Thuật - Đời Sống,"['có thể tự tay làm những chiếc bánh tặng những người mình yêu thương.', 'đem ý tưởng và sở thích của mình lên bánh.', 'trau dồi thêm kinh nghiệm mở tiệm bánh online với chi phí thấp.']",66f79d3af050d8d70ad24a1f,55
944,Nguyễn Phạm Thành Luân,SAP BASIS CƠ BẢN,2022-02-21,13,299000.0,599000.0,4.3,1,144,Kinh Doanh - Khởi Nghiệp,"['sau khi tham gia khóa học, học viên sẽ có thể thực hiện được công việc của một quản trị viên hệ thống sap erp ở mức cơ bản.']",66f79d3af050d8d70ad24a20,30
945,Doanh nhân Diễn giả Eric Vũ,"Marketing 0 Đồng, Bán Mỹ Phẩm Không Cần Quảng Cáo",2021-12-15,40,399000.0,799000.0,5.0,7,266,Kinh Doanh - Khởi Nghiệp,"['sau khi hoàn thành khoá huấn luyện thực chiến này, bạn sẽ có thể:', 'làm chủ hoàn toàn cách bán hàng hiệu quả nhất trên facebook (bao gồm cả trang cá nhân và fanpage) và các kênh marketing 0 đồng khác.', 'biết cách tăng 2 - 3 lần tỷ lệ khách quay trở lại mua hàng.', 'biết cách tuyển đại lý/ sỉ mới trên toàn quốc, 1 cách nhanh chóng và chất lượng.', 'đặc biệt:', 'không chỉ dừng lại ở việc hỗ trợ học viên trong khi học, sau khi hoàn thành khoá huấn luyện, học viên sẽ được hỗ trợ trong suốt quá trình kinh doanh thực tế, từ việc lựa chọn sản phẩm để kinh doanh, gia công mỹ phẩm, chọn 1 hãng mỹ phẩm tiềm năng và 1 team đoàn kết để gia nhập, phát triển nhãn hiệu mỹ phẩm riêng hay set up hệ thống chăm sóc khách hàng tự động để tăng nhanh tỷ lệ khách quay trở lại mua hàng vv... chuyên gia sẽ đồng hành cùng bạn và cùng bạn đi tới thành công.']",66f79d3af050d8d70ad24a21,42
946,Đồng Đức Thành,Bí quyết chọn thực phẩm sạch,2021-12-15,27,399000.0,699000.0,5.0,6,125,Thể Thao - Sức Khỏe,"['sau khoá học, học viên sẽ biết được các khái niệm và tiêu chuẩn về an toàn vệ sinh thực phẩm, biết được cách phân biệt đâu là thực phẩm sạch, đâu là thực phẩm bẩn, thế nào là thực phẩm hữu cơ (organic), thế nào là thực phẩm viet g.a.p, global g.a.p.', 'học viên dễ dàng áp dụng vào thực tế trong việc lựa chọn mua thực phẩm phù hợp, biết cách bảo quản và sơ chế thực phẩm an toàn, có các bữa ăn ngon, an toàn, dinh dưỡng và đảm bảo được sức khoẻ cho gia đình.']",66f79d3af050d8d70ad24a22,25
947,Nguyễn Thu Hương (Hương Choé - Choé cooking),Eat Clean chuẩn cho người Việt,2022-03-12,23,399000.0,799000.0,4.6,7,215,Thể Thao - Sức Khỏe,"['sau khóa học, học viên sẽ tự xây dựng cho mình một menu eat-clean chuẩn, phù hợp với thể trạng của bản thân cũng như mọi người trong gia đình. với các món ăn được chia theo chủ đề: salad, gà, bò, hải sản, học viên có thể linh hoạt thay đổi bữa ăn hàng ngày.']",66f79d3af050d8d70ad24a23,22
948,Học viện đào tạo nghề 38 độ,Khóa học dạy làm tráp ăn hỏi,2021-12-15,20,399000.0,699000.0,5.0,2,122,Nghệ Thuật - Đời Sống,"['bạn được học bài bản chuyên sâu về:', 'xếp tráp rồng trên hoa quả', 'xếp tráp phượng trên cau', 'xếp tráp bánh cốm hiện đại', 'tráp phu thê hiện đại', 'xếp tráp chè hiện đại', 'xếp tráp sen hiện đại', 'xếp tráp rượu hiện đại', 'được truyền cảm hứng nghệ thuật kết tráp rồng phượng của giảng viên chuyên nghiệp, để lúc nào cũng có thể tạo ra tác phẩm của riêng mình từ những loại nguyên phụ liệu dễ mua thường gặp nhất và vật dụng đơn giản nhất.', 'thực hành cùng nghệ nhân bài bản kết lên bộ tráp 7 lễ ăn hỏi hiện đại.', 'tự tin phục vụ lễ ăn hỏi kiếm thu nhập từ 20-30 triệu đồng mỗi tháng.']",66f79d3af050d8d70ad24a24,24
949,Nguyễn Văn Thiết,GIÁO DỤC SỚM CHO TRẺ THEO PHƯƠNG PHÁP GLENN DOMAN: BÉ HỌC TIẾNG ANH THẾ GIỚI XUNG QUANH,2021-12-15,27,399000.0,699000.0,5.0,2,183,Hôn Nhân - Gia Đình,"['giúp bé nói và nhận biết được các từ vựng tiếng anh về thế giới xung quanh.', 'giúp trẻ phát triển đều 2 bán cầu não trái và phải.', 'rèn luyện cho bé khả năng tập trung cao độ.', 'bé sẽ tự tin hòa nhập với cuộc sống.']",66f79d3af050d8d70ad24a25,57
950,Lê Văn Dũng,Nghệ thuật ghi chép để thành công,2021-12-15,17,299000.0,599000.0,5.0,7,130,Phát Triển Bản Thân,"['sau khoá học, học viên có thể sử dụng ngay những kiến thức và áp dụng ngay vào thực tế để nâng cao hiệu quả của việc ghi chép.', 'biết cách sử dụng bút, sổ ghi chép và phương pháp ghi chép đơn giản, hiệu quả giúp ích cho việc ghi nhớ.']",66f79d3af050d8d70ad24a26,22
951,Trần Thanh Bình,TUYỆT ĐỈNH 20 MÓN SALAD CHUẨN VỊ KHÁCH SẠN 5 SAO,2022-05-10,41,399000.0,699000.0,5.0,2,268,Nghệ Thuật - Đời Sống,"['học viên có thể tự làm salad tại nhà với công thức đơn giản, sạch sẽ, healthy cho người thân và gia đình.']",66f79d3af050d8d70ad24a27,79
952,Nguyễn Vũ Long,Hướng dẫn chụp ảnh sản phẩm bằng Smartphone,2022-04-22,21,399000.0,699000.0,4.6,3,111,Nhiếp Ảnh - Dựng Phim,"['nắm bắt được kỹ thuật chụp ảnh cơ bản.', 'tự chụp được sản phẩm chỉ bằng smartphone và các dụng cụ sẵn có.', 'thao tác đơn giản, không cần đầu tư thiết bị chụp ảnh.', 'dễ dàng sở hữu hình ảnh để đăng bán online mà không cần thuê dịch vụ chụp.']",66f79d3af050d8d70ad24a28,67
953,Nguyễn Văn Thiết,GIÁO DỤC SỚM CHO TRẺ THEO PHƯƠNG PHÁP GLENN DOMAN: CHỮ CÁI TIẾNG ANH VÀ CÁC THÀNH VIÊN TRONG GIA ĐÌNH,2021-12-15,17,399000.0,699000.0,5.0,2,95,Hôn Nhân - Gia Đình,"['giúp bé nhận biết được các chữ cái tiếng anh và thành viên trong gia đình...', 'giúp trẻ phát triển đều 2 bán cầu não trái và phải.', 'rèn luyện cho bé khả năng tập trung cao độ.', 'bé sẽ tự tin hòa nhập với cuộc sống.']",66f79d3af050d8d70ad24a29,98
954,Đỗ Gia Trân,TẤT TẦN TẬT TỪ A-Z ĐỂ QUẢN LÝ MỘT QUÁN CÀ PHÊ CHO THẬT HIỆU QUẢ,2022-04-28,79,399000.0,699000.0,4.1,10,249,Kinh Doanh - Khởi Nghiệp,"['trên thị trường, có rất nhiều món / thức uống bị trùng lặp, hoặc quá đơn điệu, bạn sẽ khó cạnh tranh. tuy nhiên, sau khóa học này, bạn sẽ có lòng tin để cạnh tranh bởi menu của bạn khác hơn so với thị trường / đối thủ cạnh tranh.', 'chắc chắn bạn làm được tất cả thức uống pha chế từ khóa học. menu của bạn sẽ khác biệt và có tính cạnh tranh cao so với các tiệm khác từ những công thức mới.', 'có lòng tin kinh doanh lĩnh vực cà phê / trà sữa.', 'hướng dẫn tính giá gốc 1 ly nước.', 'chia sẻ tất cả kinh nghiệm thực tế từ các chủ quán café.', 'hỗ trợ tư vấn vĩnh viễn sau khi học xong.']",66f79d3af050d8d70ad24a2a,10
955,Nguyễn Đức Việt,Học về cơ sở dữ liệu với SQL,2024-09-11,41,399000.0,699000.0,4.3,9,282,Lập Trình - CNTT,"['sau khi học xong bạn có thể thiết kế được cơ sở dữ liệu cho các website thông dụng như website tin tức và website bán hàng.', 'phân tích dữ liệu và thiết lập quan hệ dữ liệu cho một ứng dụng', 'đọc và hiểu được các bảng dữ liệu của một website.']",66f79d3af050d8d70ad24a2b,52
956,Bùi Đức Tiến,Tiếng Anh trong kinh doanh,2022-04-14,39,299000.0,299000.0,4.0,1,251,Ngoại Ngữ,"['sau khi hoàn thành khóa học cộng với việc luyện tập thường xuyên, học viên có thể tự tin hơn khi giao tiếp bằng tiếng anh với khách hàng và chuyên nghiệp hơn trong việc xử lý các tình huống liên quan đến khách hàng trong công việc.']",66f79d3af050d8d70ad24a2c,87
957,Giàng Thuận Ý,ỨNG DỤNG ZALO TRONG QUẢN TRỊ - KINH DOANH - MARKETING,2021-12-15,53,399000.0,799000.0,5.0,7,412,Marketing,"['doanh nghiệp, cá nhân kinh doanh có thể quản lý đội ngũ nhân viên kinh doanh, nhân viên.', 'quản lý các công việc thông suốt giữa các bộ phận, dễ dàng kết nối và quản lý.', 'sử dụng dễ dàng, tiện lợi, mọi lúc mọi nơi, chi phí cực thấp.', 'đẩy mạnh doanh số bán hàng với chi phí hợp lý nhất.', 'nâng cao hiệu suất làm việc của các bộ phận trong tổ chức.', 'dễ dàng ứng dụng vào thực tiễn, có tính ứng dụng rất cao.']",66f79d3af050d8d70ad24a2d,56
958,Luật sư - Thạc sỹ Luật Nguyễn Thị Thu Hoài,Cẩm nang đào tạo thư ký,2022-05-08,27,299000.0,549000.0,3.9,1,190,Kiến Thức Chuyên Ngành,"['sau khi kết thúc khóa học, học viên sẽ:', 'nắm bắt được các kiến thức và kỹ năng cần thiết trong soạn thảo các loại văn bản hành chính trong doanh nghiệp.', 'hiểu được công việc nghiệp vụ và kỹ năng cần thiết của một thư ký, trợ lý.', 'biết cách xây dựng cấu trúc và nội dung của từng loại văn bản chuyên nghiệp.', 'làm chủ các nghiệp vụ thư ký như soạn thảo văn bản hoạt động doanh nghiệp, chuẩn bị kế hoạch và nội dung làm việc cho lãnh đạo, nâng cao kỹ năng tổ chức làm việc.', 'linh hoạt, khéo léo và chính xác trong các hoạt động nghiệp vụ, thể hiện được tác phong và kinh nghiệm của một người thư ký, trợ lý chuyên nghiệp.']",66f79d3af050d8d70ad24a2e,42
959,Ngô Thị Hồng Hảo,Hệ thống bài tập Este - Chất béo và Cacbonhidrat,2022-06-21,24,299000.0,599000.0,5.0,2,196,Kiến Thức Chuyên Ngành,"['nắm chắc phương pháp giải các dạng bài tập.', 'làm tốt các bài tập vân dụng.']",66f79d3af050d8d70ad24a2f,99
960,Đội ngũ giảng viên tại ECE,Giao tiếp trôi chảy trong 90 ngày (Phần 5),2022-06-02,17,299000.0,599000.0,4.0,7,353,Ngoại Ngữ,"['thuộc 1000 từ vựng thông dụng.', 'hơn 100 mẫu câu hỏi đáp thường dùng.', 'kỹ năng ứng phó trong 30 tình huống thực tế.']",66f79d3af050d8d70ad24a30,37
961,Đội ngũ giảng viên tại ECE,Giao tiếp trôi chảy trong 90 ngày (Phần 4),2022-06-02,18,299000.0,599000.0,4.0,6,450,Ngoại Ngữ,"['thuộc 1000 từ vựng thông dụng.', 'hơn 100 mẫu câu hỏi đáp thường dùng.', 'kỹ năng ứng phó trong 30 tình huống thực tế.']",66f79d3af050d8d70ad24a31,62
962,Đội ngũ giảng viên tại ECE,Giao tiếp trôi chảy trong 90 ngày (Phần 3),2021-12-15,18,399000.0,699000.0,5.0,6,473,Ngoại Ngữ,"['thuộc 1000 từ vựng thông dụng.', 'hơn 100 mẫu câu hỏi đáp thường dùng.', 'kỹ năng ứng phó trong 30 tình huống thực tế.']",66f79d3af050d8d70ad24a32,55
963,Đội ngũ giảng viên tại ECE,Giao tiếp trôi chảy trong 90 ngày (Phần 2),2021-12-15,18,399000.0,699000.0,5.0,6,426,Ngoại Ngữ,"['thuộc 1000 từ vựng thông dụng.', 'hơn 100 mẫu câu hỏi đáp thường dùng.', 'kỹ năng ứng phó trong 30 tình huống thực tế.']",66f79d3af050d8d70ad24a33,82
964,Trương Minh Thắng,Học phương pháp học và ứng dụng tìm hiểu ngôn ngữ lập trình Kotlin,2022-05-29,48,299000.0,599000.0,4.1,7,252,Lập Trình - CNTT,"['sau khóa học các bạn sẽ sử dụng thành thạo ngôn ngữ lập trình kotlin.', 'hiểu về những thành phần cơ bản một ngôn ngữ.', 'biết cách ứng dụng ngôn ngữ một cách hiệu quả.']",66f79d3af050d8d70ad24a34,11
965,ThS. Nguyễn Thị Mộng Tuyền,Làm chủ ngôn từ để giao tiếp truyền cảm hứng,2022-04-03,22,399000.0,799000.0,5.0,9,106,Phát Triển Bản Thân,"['bạn sẽ có những kiến thức thú vị về ngôn từ và kĩ năng vận dụng chúng trong nhiều tình huống giao tiếp của đời sống: giảng dạy, thuyết trình, viết lách, diễn thuyết, bán hàng, đàm phán, tạo mối quan hệ...', 'càng vận dụng nhuần nhuyễn những ""chiêu thức"" này, bạn sẽ càng trở nên duyên dáng và nhạy bén hơn trong việc vận dụng ngôn từ. dĩ nhiên, đó là một trong những nhân tố cực kì quan trọng để phát triển bản thân và thành công hơn trong cuộc sống.', 'sau khi tham gia khóa học, bạn sẽ biết cách dùng từ đúng và trúng mục tiêu giao tiếp.', 'viết được những bài viết khiến người khác muốn đọc, bị lôi cuốn và bắt buộc phải đọc. soạn được những bài nói khiến người khác thích nghe, bị quyến rũ và bắt buộc phải nghe.', 'dù là viết bài văn trong trường phổ thông, thuyết trình trước lớp, thuyết trình ở cơ quan, dẫn chương trình, trò chuyện, tư vấn, bán hàng, hay giao tiếp xã hội,... các kĩ thuật ngôn từ này đều giúp bạn nói và viết một cách ấn tượng và đầy cảm hứng.', 'trở thành một người sử dụng ngôn từ có phong cách riêng, khiến người khác nhớ đến bạn lâu hơn bằng chính sự duyên dáng của bạn.']",66f79d3af050d8d70ad24a35,7
966,Đội ngũ giảng viên tại ECE,Giao tiếp trôi chảy trong 90 ngày (Phần 1),2021-12-15,19,399000.0,699000.0,5.0,7,578,Ngoại Ngữ,"['thuộc 1000 từ vựng thông dụng.', 'hơn 100 mẫu câu hỏi đáp thường dùng.', 'kỹ năng ứng phó trong 30 tình huống thực tế.']",66f79d3af050d8d70ad24a36,43
