Unnamed: 0,Author,Coursename,Last_updated,Lectures,Newfee,Oldfee,Rating,Sections,Time,Topic,Target,_id,Number_of_enroll
0.3464619492656876,0.19636963696369636,0.20123203285420943,0.4268292682926829,0.026785714285714284,0.05213320056176906,0.0,0.6999999999999998,0.027777777777777776,0.029970760233918127,0.4666666666666667,0.008869179600886918,66f79d3af050d8d70ad24878,259
0.09546061415220294,0.09075907590759076,0.12594113620807665,0.0,0.09821428571428571,0.15745173383268363,0.38888888888888884,0.9999999999999999,0.041666666666666664,0.17543859649122806,0.0,0.24611973392461198,66f79d3af050d8d70ad24700,267
0.13017356475300398,0.13366336633663367,0.05270362765229295,0.34146341463414637,0.047619047619047616,0.10479246719722635,0.16666666666666666,0.9999999999999999,0.06944444444444445,0.060672514619883045,0.3333333333333333,0.022172949002217293,66f79d3af050d8d70ad24734,267
0.0814419225634179,0.09075907590759076,0.3490759753593429,0.0,0.09226190476190477,0.15745173383268363,0.4444444444444444,0.9999999999999999,0.05555555555555556,0.14181286549707603,0.0,0.021433850702143386,66f79d3af050d8d70ad246eb,268
0.9479305740987983,0.1782178217821782,0.18138261464750172,0.21951219512195122,0.050595238095238096,0.15745173383268363,0.2777777777777778,0.0,0.041666666666666664,0.07602339181286549,0.06666666666666667,0.49889135254988914,66f79d3af050d8d70ad24bfd,268
0.3684913217623498,0.3184818481848185,0.054072553045859,0.0,0.008928571428571428,0.10479246719722635,0.22222222222222218,0.9999999999999999,0.0,0.0014619883040935672,0.4666666666666667,0.07686622320768663,66f79d3af050d8d70ad24899,274
0.3030707610146862,0.06435643564356436,0.09034907597535934,0.0,0.10119047619047619,0.15745173383268363,0.2777777777777778,0.9999999999999999,0.125,0.05190058479532164,0.6666666666666666,0.05469327420546933,66f79d3af050d8d70ad24837,274
0.2583444592790387,0.04785478547854786,0.3203285420944558,0.2804878048780488,0.023809523809523805,0.10479246719722635,0.16666666666666666,0.6999999999999998,0.013888888888888888,0.1608187134502924,0.4666666666666667,0.11677753141167775,66f79d3af050d8d70ad247f4,276
0.11882510013351136,0.09405940594059406,0.2327173169062286,0.0,0.0744047619047619,0.10479246719722635,0.19444444444444445,0.9999999999999999,0.05555555555555556,0.08771929824561403,0.8666666666666667,0.07390983000739099,66f79d3af050d8d70ad24723,279
0.39986648865153535,0.08250825082508251,0.23750855578370977,0.21951219512195122,0.1220238095238095,0.2627702671035982,0.22222222222222218,0.7333333333333333,0.08333333333333331,0.1381578947368421,0.26666666666666666,0.023651145602365115,66f79d3af050d8d70ad248c8,279
