level_0,index,Unnamed: 0,Author,Coursename,Last_updated,Lectures,Newfee,Oldfee,Rating,Sections,Time,Topic,Target,_id,Number_of_enroll
26,0.0177717019822283,0.0180240320427236,0.41254125412541254,0.16290212183436004,0.02097902097902098,0.050595238095238,0.2627702671035982,0.3338888888888889,0.9666666666666668,0.0416666666666666,0.060672514619883,0.3333333333333333,0.30155210643015523,66f79d3af050d8d70ad2468c,0.7872340425531914
27,0.018455228981544773,0.0186915887850467,0.13696369636963696,0.7665982203969883,0.9180819180819181,0.0535714285714285,0.3154295337390554,0.2777777777777778,1.0,0.0416666666666666,0.3260233918128654,0.4666666666666667,0.4685883222468588,66f79d3af050d8d70ad2468d,0.3404255319148936
28,0.019138755980861247,0.0193591455273698,0.10066006600660066,0.8884325804243669,0.8341658341658341,0.0952380952380952,0.5787258669163419,0.5555555555555556,1.0,0.0416666666666666,0.1966374269005847,0.4,0.0598669623059867,66f79d3af050d8d70ad2468e,0.553191489361702
29,0.019822282980177717,0.0200267022696929,0.8960396039603961,0.9377138945927447,0.8601398601398601,0.0357142857142857,0.3154295337390554,0.2777777777777778,0.9,0.0277777777777777,0.4561403508771929,0.8,0.5934959349593496,66f79d3af050d8d70ad2468f,0.776595744680851
30,0.02050580997949419,0.020694259012016,0.09735973597359736,0.432580424366872,0.8551448551448552,0.0625,0.1574517338326836,0.1111111111111111,1.0,0.0277777777777777,0.0804093567251462,0.6666666666666666,0.090169992609017,66f79d3af050d8d70ad24690,0.8404255319148936
31,0.021189336978810664,0.0213618157543391,0.35148514851485146,0.22381930184804927,0.06393606393606394,0.0833333333333333,0.3680888003745127,0.3333333333333332,1.0,0.0694444444444444,0.131578947368421,0.5333333333333333,0.9172209903917221,66f79d3af050d8d70ad24691,0.6808510638297872
32,0.021872863978127138,0.0220293724966622,0.35148514851485146,0.22313483915126625,0.8741258741258742,0.0476190476190476,0.1047924671972263,0.0555555555555555,1.0,0.0694444444444444,0.0621345029239766,0.5333333333333333,0.9164818920916482,66f79d3af050d8d70ad24692,0.4574468085106382
33,0.02255639097744361,0.0226969292389853,0.06930693069306931,0.4729637234770705,0.9110889110889111,0.0416666666666666,0.2101110004681409,0.1666666666666666,0.6666666666666666,0.0,0.1542397660818713,0.4666666666666667,0.4700665188470067,66f79d3af050d8d70ad24693,0.851063829787234
34,0.023239917976760085,0.0233644859813084,0.06930693069306931,0.728952772073922,0.8481518481518482,0.0267857142857142,0.2627702671035982,0.2222222222222221,1.0,0.0416666666666666,0.077485380116959,0.6,0.5883222468588323,66f79d3af050d8d70ad24694,0.1808510638297872
35,0.02392344497607656,0.0240320427236315,0.06930693069306931,0.7529089664613279,0.9170829170829171,0.0297619047619047,0.2627702671035982,0.2222222222222221,1.0,0.0416666666666666,0.0767543859649122,0.6666666666666666,0.30450849963045085,66f79d3af050d8d70ad24695,0.1063829787234042
36,0.02460697197539303,0.0246995994659546,0.06930693069306931,0.433264887063655,0.9110889110889111,0.0267857142857142,0.2627702671035982,0.2222222222222221,1.0,0.0416666666666666,0.0855263157894736,0.6,0.950480413895048,66f79d3af050d8d70ad24696,0.7872340425531914
37,0.025290498974709502,0.0253671562082777,0.06930693069306931,0.2662559890485969,0.9110889110889111,0.0267857142857142,0.2627702671035982,0.2222222222222221,1.0,0.0416666666666666,0.0745614035087719,0.6666666666666666,0.286770140428677,66f79d3af050d8d70ad24697,0.1489361702127659
38,0.025974025974025976,0.0260347129506008,0.45544554455445546,0.6522929500342232,0.8301698301698301,0.1845238095238095,0.3154295337390554,0.2777777777777778,1.0,0.1805555555555555,0.1907894736842105,0.26666666666666666,0.1426459719142646,66f79d3af050d8d70ad24698,0.5212765957446808
39,0.02665755297334245,0.0267022696929238,0.2887788778877888,0.4798083504449007,0.6933066933066933,0.2559523809523809,0.052133200561769,0.3055555555555556,1.0,0.0833333333333333,0.5884502923976608,0.7333333333333333,0.43976348854397634,66f79d3af050d8d70ad24699,0.7446808510638298
40,0.027341079972658923,0.0273698264352469,0.7920792079207921,0.07734428473648186,0.9100899100899101,0.1309523809523809,0.3680888003745127,0.3333333333333332,0.7666666666666665,0.0833333333333333,0.2258771929824561,0.3333333333333333,0.059127864005912786,66f79d3af050d8d70ad2469a,0.2234042553191489
41,0.028024606971975397,0.02803738317757,0.27722772277227725,0.405201916495551,0.8911088911088911,0.0208333333333333,0.1574517338326836,0.1111111111111111,1.0,0.0972222222222222,0.0599415204678362,0.06666666666666667,0.6363636363636364,66f79d3af050d8d70ad2469b,0.776595744680851
42,0.028708133971291867,0.0287049399198931,0.4884488448844885,0.7180013689253936,0.9120879120879121,0.1160714285714285,0.2627702671035982,0.2222222222222221,1.0,0.0833333333333333,0.2558479532163742,0.0,0.2719881744271988,66f79d3af050d8d70ad2469c,0.7340425531914894
43,0.02939166097060834,0.0293724966622162,0.45874587458745875,0.917180013689254,0.9120879120879121,0.1071428571428571,0.1837813671504122,0.1388888888888889,1.0,0.125,0.1893274853801169,0.2,0.29563932002956395,66f79d3af050d8d70ad2469d,0.1914893617021276
44,0.030075187969924814,0.0300400534045393,0.06930693069306931,0.49691991786447637,0.8601398601398601,0.0327380952380952,0.3680888003745127,0.3333333333333332,1.0,0.0277777777777777,0.1271929824561403,0.6666666666666666,0.6156688839615669,66f79d3af050d8d70ad2469e,0.2127659574468085
45,0.030758714969241287,0.0307076101468624,0.10066006600660066,0.621492128678987,0.8551448551448552,0.0833333333333333,0.5787258669163419,0.5555555555555556,0.8333333333333334,0.0416666666666666,0.1929824561403508,0.4,0.09460458240946046,66f79d3af050d8d70ad2469f,0.5106382978723404
46,0.03144224196855776,0.0313751668891855,0.11551155115511551,0.5537303216974675,0.9120879120879121,0.0773809523809523,0.2101110004681409,0.1666666666666666,1.0,0.0277777777777777,0.1001461988304093,0.06666666666666667,0.9379157427937915,66f79d3af050d8d70ad246a0,0.1276595744680851
47,0.03212576896787423,0.0320427236315086,0.20627062706270627,0.9685147159479808,0.8571428571428571,0.0803571428571428,0.2101110004681409,0.1666666666666666,1.0,0.0694444444444444,0.2288011695906432,0.3333333333333333,0.09090909090909091,66f79d3af050d8d70ad246a1,0.0531914893617021
48,0.032809295967190705,0.0327102803738317,0.06765676567656766,0.5462012320328542,0.9120879120879121,0.0357142857142857,0.052133200561769,0.0,1.0,0.0277777777777777,0.0869883040935672,0.4666666666666667,0.6444937176644494,66f79d3af050d8d70ad246a2,0.851063829787234
49,0.03349282296650718,0.0333778371161548,0.06930693069306931,0.2840520191649555,0.9120879120879121,0.1279761904761904,0.2627702671035982,0.2222222222222221,1.0,0.1111111111111111,0.2309941520467836,0.7333333333333333,0.8351810790835181,66f79d3af050d8d70ad246a3,0.5744680851063829
50,0.03417634996582365,0.0340453938584779,0.33663366336633666,0.8740588637919233,0.8551448551448552,0.0684523809523809,0.4734073336454273,0.4444444444444444,1.0,0.0972222222222222,0.1681286549707602,0.3333333333333333,0.2771618625277162,66f79d3af050d8d70ad246a4,0.9893617021276596
51,0.034859876965140126,0.034712950600801,0.31353135313531355,0.8316221765913757,0.8591408591408591,0.0863095238095238,0.1574517338326836,0.1111111111111111,1.0,0.0833333333333333,0.0972222222222222,0.3333333333333333,0.573540280857354,66f79d3af050d8d70ad246a5,0.7659574468085106
52,0.0355434039644566,0.0353805073431241,0.4174917491749175,0.28884325804243666,0.9120879120879121,0.1041666666666666,0.789362933458171,0.7777777777777778,1.0,0.1527777777777777,0.1505847953216374,0.06666666666666667,0.7368810051736882,66f79d3af050d8d70ad246a6,0.0
53,0.03622693096377307,0.0360480640854472,0.052805280528052806,0.02190280629705681,0.8931068931068931,0.0684523809523809,0.5787258669163419,0.5555555555555556,1.0,0.0416666666666666,0.1059941520467836,1.0,0.9940872135994088,66f79d3af050d8d70ad246a7,0.946808510638298
54,0.036910457963089546,0.0367156208277703,0.26732673267326734,0.38261464750171115,0.9120879120879121,0.0208333333333333,0.1574517338326836,0.1111111111111111,1.0,0.0,0.023391812865497,0.8,0.9157427937915743,66f79d3af050d8d70ad246a8,0.8297872340425532
55,0.03759398496240602,0.0373831775700934,0.06765676567656766,0.5386721423682409,0.9120879120879121,0.050595238095238,0.052133200561769,0.0,1.0,0.0,0.0694444444444444,0.4666666666666667,0.5728011825572801,66f79d3af050d8d70ad246a9,0.1914893617021276
56,0.038277511961722493,0.0380507343124165,0.06765676567656766,0.7926078028747433,0.9150849150849151,0.0714285714285714,0.1047924671972263,0.0555555555555555,0.8333333333333334,0.0277777777777777,0.1615497076023391,0.4666666666666667,0.532150776053215,66f79d3af050d8d70ad246aa,0.0957446808510638
57,0.03896103896103897,0.0387182910547396,0.06765676567656766,0.3894592744695414,0.9120879120879121,0.0744047619047619,0.1574517338326836,0.1111111111111111,1.0,0.0277777777777777,0.2880116959064327,0.4666666666666667,0.19660014781966,66f79d3af050d8d70ad246ab,0.0531914893617021
58,0.039644565960355434,0.0393858477970627,0.566006600660066,0.2594113620807666,0.9140859140859141,0.0714285714285714,0.5787258669163419,0.5555555555555556,0.6666666666666666,0.0833333333333333,0.1359649122807017,0.4666666666666667,0.9453067257945307,66f79d3af050d8d70ad246ac,0.1808510638297872
59,0.04032809295967191,0.0400534045393858,0.056105610561056105,0.485968514715948,0.8271728271728271,0.0833333333333333,0.1574517338326836,0.1111111111111111,1.0,0.0277777777777777,0.0906432748538011,0.3333333333333333,0.8677014042867701,66f79d3af050d8d70ad246ad,0.0638297872340425
60,0.04101161995898838,0.0407209612817089,0.26732673267326734,0.31006160164271046,0.9120879120879121,0.0059523809523809,0.3154295337390554,0.2777777777777778,1.0,0.0,0.050438596491228,0.8,0.188470066518847,66f79d3af050d8d70ad246ae,0.0212765957446808
61,0.041695146958304855,0.041388518024032,0.26732673267326734,0.36413415468856947,0.9120879120879121,0.0059523809523809,0.3154295337390554,0.2777777777777778,1.0,0.0,0.0409356725146198,0.8,0.37028824833702884,66f79d3af050d8d70ad246af,0.3085106382978723
62,0.04237867395762133,0.0420560747663551,0.26732673267326734,0.3928815879534565,0.9120879120879121,0.0059523809523809,0.3154295337390554,0.2777777777777778,1.0,0.0,0.0321637426900584,0.8,0.9150036954915004,66f79d3af050d8d70ad246b0,0.2446808510638297
63,0.0430622009569378,0.0427236315086782,0.5825082508250825,0.5722108145106092,0.9150849150849151,0.0476190476190476,0.0784628338794977,0.0277777777777777,0.7666666666666665,0.0555555555555555,0.0402046783625731,0.6666666666666666,0.06504065040650406,66f79d3af050d8d70ad246b1,0.4787234042553191
64,0.043745727956254275,0.0433911882510013,0.8052805280528053,0.7426420260095825,0.8331668331668332,0.1309523809523809,0.3154295337390554,0.2777777777777778,1.0,0.0833333333333333,0.3925438596491227,0.7333333333333333,0.9209164818920916,66f79d3af050d8d70ad246b2,0.202127659574468
65,0.04442925495557075,0.0440587449933244,0.6617161716171617,0.6201232032854209,0.9120879120879121,0.0654761904761904,0.2101110004681409,0.1666666666666666,1.0,0.0555555555555555,0.094298245614035,0.6666666666666666,0.2749445676274945,66f79d3af050d8d70ad246b3,0.8936170212765957
66,0.04511278195488722,0.0447263017356475,0.7442244224422442,0.7214236824093087,0.8591408591408591,0.0386904761904761,0.131122100514955,0.0833333333333333,1.0,0.0,0.0467836257309941,0.8,0.007390983000739098,66f79d3af050d8d70ad246b4,0.5
67,0.045796308954203696,0.0453938584779706,0.7442244224422442,0.23819301848049282,0.9140859140859141,0.0625,0.131122100514955,0.0833333333333333,1.0,0.0138888888888888,0.0760233918128654,0.8,0.43458980044345896,66f79d3af050d8d70ad246b5,0.3297872340425531
68,0.04647983595352017,0.0460614152202937,0.06105610561056106,0.15331964407939766,0.9150849150849151,0.0386904761904761,0.052133200561769,0.0,1.0,0.0416666666666666,0.0628654970760233,0.8,0.36659275683665926,66f79d3af050d8d70ad246b6,0.6382978723404255
69,0.04716336295283664,0.0467289719626168,0.1353135313531353,0.0732375085557837,0.8241758241758241,0.0595238095238095,0.2101110004681409,0.1666666666666666,1.0,0.0,0.0263157894736842,0.4,0.2660753880266075,66f79d3af050d8d70ad246b7,0.4468085106382978
70,0.04784688995215312,0.0473965287049399,0.5874587458745875,0.8165639972621492,0.9110889110889111,0.1130952380952381,0.3154295337390554,0.2777777777777778,1.0,0.0138888888888888,0.2141812865497075,0.4666666666666667,0.11012564671101256,66f79d3af050d8d70ad246b8,0.1382978723404255
71,0.048530416951469584,0.048064085447263,0.0016501650165016502,0.8021902806297057,0.9150849150849151,0.0863095238095238,0.3944184336922414,0.361111111111111,1.0,0.125,0.2163742690058479,0.4666666666666667,0.1973392461197339,66f79d3af050d8d70ad246b9,0.5212765957446808
72,0.04921394395078606,0.0487316421895861,0.49834983498349833,0.23682409308692676,0.9240759240759241,0.1011904761904761,0.4734073336454273,0.4444444444444444,0.8333333333333334,0.0277777777777777,0.1242690058479532,0.6666666666666666,0.8832224685883222,66f79d3af050d8d70ad246ba,0.6595744680851063
73,0.04989747095010253,0.0493991989319092,0.20132013201320131,0.8487337440109514,0.8571428571428571,0.0178571428571428,0.4470777003276986,0.4166666666666666,0.7666666666666665,0.0138888888888888,0.0679824561403508,0.3333333333333333,0.031042128603104215,66f79d3af050d8d70ad246bb,0.1489361702127659
74,0.050580997949419004,0.0507343124165554,0.6254125412541254,0.6721423682409309,0.8921078921078921,0.0773809523809523,0.2101110004681409,0.1666666666666666,1.0,0.0555555555555555,0.1805555555555555,0.3333333333333333,0.934220251293422,66f79d3af050d8d70ad246bd,0.0851063829787234
75,0.05126452494873548,0.0514018691588785,0.5264026402640264,0.4647501711156742,1.0,0.175595238095238,0.2627702671035982,0.2222222222222221,1.0,0.2083333333333333,0.4780701754385964,0.8666666666666667,0.6319290465631929,66f79d3af050d8d70ad246be,0.6702127659574467
76,0.05194805194805195,0.0520694259012016,0.5264026402640264,0.4654346338124572,0.9080919080919081,0.1488095238095238,0.2627702671035982,0.2222222222222221,1.0,0.2083333333333333,0.3991228070175439,0.8666666666666667,0.6326681448632668,66f79d3af050d8d70ad246bf,0.4148936170212766
77,0.052631578947368425,0.0527369826435247,0.5264026402640264,0.7419575633127995,0.8961038961038961,0.1101190476190476,0.1047924671972263,0.2222222222222221,1.0,0.0555555555555555,0.3669590643274854,0.8666666666666667,0.8492239467849224,66f79d3af050d8d70ad246c0,0.7872340425531914
78,0.0533151059466849,0.0534045393858477,0.9884488448844885,0.1567419575633128,0.926073926073926,0.1904761904761904,0.2627702671035982,0.2222222222222221,1.0,0.0416666666666666,0.2682748538011695,0.7333333333333333,0.5144124168514412,66f79d3af050d8d70ad246c1,0.5638297872340425
79,0.05399863294600137,0.0540720961281708,0.6815181518151815,0.8151950718685832,0.8781218781218781,0.1071428571428571,0.2890999004213268,0.2499999999999999,1.0,0.0555555555555555,0.4561403508771929,0.4666666666666667,0.1662971175166297,66f79d3af050d8d70ad246c2,0.5744680851063829
80,0.054682159945317846,0.0547396528704939,0.6864686468646864,0.8767967145790554,0.9150849150849151,0.0595238095238095,0.4734073336454273,0.4444444444444444,0.8666666666666666,0.0277777777777777,0.0972222222222222,0.0,0.9024390243902439,66f79d3af050d8d70ad246c3,0.7446808510638298
81,0.05536568694463432,0.055407209612817,0.04950495049504951,0.8172484599589322,1.0,0.0714285714285714,0.2101110004681409,0.1666666666666666,1.0,0.1111111111111111,0.2236842105263158,0.4666666666666667,0.18699186991869918,66f79d3af050d8d70ad246c4,0.8829787234042553
82,0.05604921394395079,0.0560747663551401,0.3069306930693069,0.75564681724846,0.8541458541458542,0.0595238095238095,0.5787258669163419,0.5555555555555556,0.9,0.0416666666666666,0.4042397660818713,0.8,0.9726533628972653,66f79d3af050d8d70ad246c5,0.2340425531914893
83,0.05673274094326727,0.0567423230974632,0.5627062706270627,0.6714579055441479,1.0,0.6190476190476191,0.8946814667290856,0.8888888888888888,1.0,0.3333333333333333,1.0,0.26666666666666666,0.9637841832963784,66f79d3af050d8d70ad246c6,0.851063829787234
84,0.05741626794258373,0.0574098798397863,0.1551155115511551,0.07255304585900069,0.8701298701298701,0.0684523809523809,0.2627702671035982,0.2222222222222221,1.0,0.0833333333333333,0.1038011695906432,0.06666666666666667,0.31411677753141165,66f79d3af050d8d70ad246c7,0.8085106382978723
85,0.05809979494190021,0.0580774365821094,0.20462046204620463,0.5455167693360712,0.9140859140859141,0.2886904761904761,0.9473407333645428,0.9444444444444444,1.0,0.1388888888888888,0.3954678362573099,0.06666666666666667,0.5594974131559497,66f79d3af050d8d70ad246c8,0.3404255319148936
86,0.05878332194121668,0.0587449933244325,0.2986798679867987,0.30116358658453113,0.939060939060939,0.0327380952380952,0.4997369669631559,0.4722222222222222,1.0,0.0,0.0657894736842105,0.9333333333333333,0.20842572062084258,66f79d3af050d8d70ad246c9,0.6914893617021276
87,0.059466848940533154,0.0594125500667556,0.49504950495049505,0.22861054072553044,1.0,0.056547619047619,0.42074806700997,0.3888888888888888,1.0,0.0277777777777777,0.0972222222222222,0.4666666666666667,0.19955654101995565,66f79d3af050d8d70ad246ca,0.946808510638298
88,0.06015037593984963,0.0600801068090787,0.11221122112211221,0.36139630390143734,0.8821178821178821,0.1517857142857142,0.1574517338326836,0.7222222222222222,0.7666666666666665,0.1388888888888888,0.1776315789473684,1.0,0.10643015521064302,66f79d3af050d8d70ad246cb,0.9574468085106383
89,0.0608339029391661,0.0607476635514018,0.5627062706270627,0.6666666666666666,0.9200799200799201,0.0922619047619047,0.8420222000936283,0.8333333333333333,0.7666666666666665,0.2222222222222222,0.2032163742690058,0.26666666666666666,0.9711751662971175,66f79d3af050d8d70ad246cc,0.4255319148936169
90,0.061517429938482575,0.0614152202937249,0.4273927392739274,0.9082819986310746,1.0,0.0476190476190476,0.1047924671972263,0.1666666666666666,1.0,0.0833333333333333,0.114766081871345,0.7333333333333333,0.25942350332594233,66f79d3af050d8d70ad246cd,0.351063829787234
91,0.06220095693779905,0.062082777036048,0.11221122112211221,0.4914442162902122,1.0,0.0922619047619047,0.1574517338326836,0.5555555555555556,1.0,0.0694444444444444,0.1732456140350877,0.5333333333333333,0.082039911308204,66f79d3af050d8d70ad246ce,0.6063829787234042
92,0.06288448393711552,0.0627503337783711,0.7887788778877888,0.2874743326488706,0.916083916083916,0.1964285714285714,0.3154295337390554,0.2777777777777778,1.0,0.0833333333333333,0.246345029239766,0.4,0.2409460458240946,66f79d3af050d8d70ad246cf,0.6276595744680851
93,0.063568010936432,0.0634178905206942,0.7557755775577558,0.5215605749486653,0.9140859140859141,0.0595238095238095,0.1047924671972263,0.2222222222222221,0.6333333333333332,0.0833333333333333,0.10453216374269,0.3333333333333333,0.20620842572062084,66f79d3af050d8d70ad246d0,0.3829787234042552
94,0.06425153793574846,0.0640854472630173,0.9983498349834984,0.7084188911704312,1.0,0.0684523809523809,0.1047924671972263,0.1944444444444444,1.0,0.0555555555555555,0.0745614035087719,0.4,0.038433111603843315,66f79d3af050d8d70ad246d1,0.3723404255319149
95,0.06493506493506494,0.0647530040053404,0.5627062706270627,0.16358658453114305,0.9210789210789211,0.0684523809523809,0.1574517338326836,0.4722222222222222,0.7666666666666665,0.0694444444444444,0.10453216374269,0.26666666666666666,0.893569844789357,66f79d3af050d8d70ad246d2,0.3191489361702127
96,0.06561859193438141,0.0654205607476635,0.49504950495049505,0.5373032169746749,1.0,0.0535714285714285,0.1574517338326836,0.2777777777777778,1.0,0.0138888888888888,0.0548245614035087,0.4666666666666667,0.19807834441980784,66f79d3af050d8d70ad246d3,0.0212765957446808
97,0.06630211893369789,0.0660881174899866,0.18151815181518152,0.7200547570157426,1.0,0.0267857142857142,0.1047924671972263,0.1388888888888889,1.0,0.0555555555555555,0.0519005847953216,0.6666666666666666,0.26016260162601623,66f79d3af050d8d70ad246d4,0.6276595744680851
98,0.06698564593301436,0.0667556742323097,0.041254125412541254,0.3682409308692676,1.0,0.0327380952380952,0.1047924671972263,0.2222222222222221,1.0,0.0,0.0570175438596491,0.0,0.43902439024390244,66f79d3af050d8d70ad246d5,0.5425531914893617
99,0.06766917293233084,0.0674232309746328,0.5825082508250825,0.2546201232032854,0.9010989010989011,0.050595238095238,0.0784628338794977,0.0277777777777777,1.0,0.0416666666666666,0.0643274853801169,0.6666666666666666,0.06430155210643015,66f79d3af050d8d70ad246d6,0.0744680851063829
100,0.0683526999316473,0.0680907877169559,0.5825082508250825,0.07802874743326489,0.9010989010989011,0.0773809523809523,0.0784628338794977,0.0277777777777777,1.0,0.0555555555555555,0.1052631578947368,0.6666666666666666,0.028824833702882482,66f79d3af050d8d70ad246d7,0.8297872340425532
